short_name,long_name,player_positions,overall,potential,age,height_cm,weight_kg,club_team_id,club_position,club_jersey_number,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
Edgar Costa,José Edgar Andrade da Costa,"RW, LW",72,72,31,177,78,1893,RW,12,38,Portugal,,,,Right,3,3,1,High/High,Normal (170-185),No,76,70,66,73,38,68,73,67,58,64,74,74,70,69,58,72,78,75,73,75,70,72,68,67,72,73,61,43,75,69,72,63,27,39,35
R. Krishna,Roy Krishna,"ST, RW",72,72,30,170,70,111766,ST,21,197,Fiji,,,,Right,4,3,1,High/Medium,Normal (170-),No,91,67,62,76,48,74,63,65,64,63,64,74,67,63,61,74,92,91,86,73,85,73,80,74,74,66,74,51,67,56,67,63,42,48,43
Í. Ávila,Irven Beybe Ávila Acero,ST,72,72,27,167,68,1028,ST,11,59,Peru,,,,Right,3,3,1,High/Low,Stocky (170-),No,76,73,48,75,33,57,36,76,65,57,70,73,66,66,46,74,77,76,82,71,87,74,54,65,56,65,50,33,74,37,82,60,41,19,20
M. Pack,Marlon Pack,"CM, CDM",72,73,27,188,74,1919,LCM,21,14,England,,,,Right,3,3,1,High/High,Normal (185+),No,55,60,72,67,67,78,68,52,69,75,54,66,60,68,74,71,51,59,64,68,59,73,70,85,77,66,72,70,58,71,64,73,65,66,63
Gabriel Silva,Gabriel Moisés Antunes da Silva,"LB, LM, LWB",72,73,27,179,75,1819,LB,11,54,Brazil,,,,Left,2,3,1,High/Medium,Normal (170-185),No,76,59,70,71,68,67,75,54,53,75,59,69,73,58,72,71,75,77,78,68,73,72,70,75,62,59,70,69,63,59,57,65,67,71,70
J. Sala,Jacopo Sala,RB,72,74,26,181,75,1837,RB,7,27,Italy,,,,Right,4,3,1,High/Medium,Lean (170-185),No,73,61,69,71,70,72,74,50,60,70,68,70,70,66,66,72,71,75,72,68,71,72,69,73,71,70,74,70,64,66,62,70,68,74,70
P. Kasami,Pajtim Kasami,"RM, CM, CDM",72,73,26,188,70,110770,RM,7,47,Switzerland,,,,Left,4,3,1,Medium/Medium,Stocky (185+),No,66,68,70,71,56,78,66,60,62,73,65,73,56,62,70,75,62,70,55,74,53,84,59,81,79,72,75,67,67,74,63,64,40,64,56
P. Djilobodji,Papiss Mison Djilobodji,CB,72,72,29,192,88,106,RES,31,136,Senegal,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,66,46,51,48,71,77,22,32,71,63,23,42,27,55,67,57,66,66,48,62,47,72,77,68,81,66,80,72,38,50,27,54,64,74,76
F. Moubandje,Jacques François Moubandje,LB,72,72,28,180,74,1809,LB,29,47,Switzerland,1364,SUB,3,Left,3,3,1,High/Medium,Normal (170-185),No,71,48,65,70,70,77,65,42,66,71,52,70,61,48,67,71,70,71,65,72,68,63,90,78,77,40,73,72,68,57,56,71,61,76,75
M. Büchel,Marcel Büchel,"CM, CDM",72,72,27,175,71,1746,SUB,72,29,Liechtenstein,,,,Left,3,3,1,Medium/Medium,Normal (170-185),No,73,57,70,74,62,71,62,48,48,75,58,72,64,58,72,75,78,69,79,68,82,67,69,77,67,65,72,70,66,72,56,65,60,62,62
P. Lasogga,Pierre-Michel Lasogga,ST,72,75,26,189,88,28,SUB,10,21,Germany,,,,Right,4,2,2,Medium/Medium,Stocky (185+),No,48,77,46,60,39,79,35,76,81,45,76,60,65,68,34,66,45,50,44,73,39,84,73,58,88,73,85,29,77,56,79,76,33,40,29
B. Oviedo,Bryan Josué Oviedo Jiménez,"LB, LWB",72,72,28,172,70,106,LB,3,72,Costa Rica,,,,Left,3,3,2,High/Medium,Lean (170-185),Yes,75,60,67,74,67,68,72,58,48,68,58,73,59,63,64,73,79,72,79,72,79,66,82,81,59,59,72,69,66,66,56,69,67,72,70
D. Bentley,Daniel Bentley,GK,72,78,24,188,72,1925,GK,1,14,England,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,18,11,11,44,13,17,12,12,23,30,46,43,51,63,41,38,78,31,70,13,24,22,12,47,22,55,30,11,13
G. Castellani,Gonzalo Pablo Castellani,"CM, CAM, CDM",72,72,30,183,75,101100,RDM,27,52,Argentina,,,,Right,3,4,1,Medium/Medium,Normal (170-185),No,69,69,74,74,59,76,70,63,68,77,61,75,77,72,73,74,66,71,69,68,72,80,59,69,80,74,78,59,67,72,72,74,74,48,36
Guitián,Alberto Guitián Ceballos,"CB, CDM",72,74,27,181,69,462,LCB,20,45,Spain,,,,Right,3,2,1,Low/Medium,Normal (170-185),No,65,41,57,61,70,75,35,36,72,70,31,58,44,34,64,63,64,66,65,66,63,59,87,73,77,37,71,73,52,58,30,67,68,69,70
J. McClean,James Joseph McClean,"LW, LM",72,72,29,180,70,1806,LW,11,25,Republic of Ireland,1355,LM,11,Left,2,3,2,High/High,Lean (170-185),Yes,77,66,69,75,58,75,73,66,67,68,59,77,68,66,65,72,76,77,75,70,73,70,68,78,69,62,88,51,70,69,65,65,62,56,59
K. Zohore,Kenneth Dahrup Zohorè,ST,72,77,24,194,96,1961,SUB,10,13,Denmark,,,,Left,3,3,1,Medium/Low,Normal (185+),No,62,71,48,66,26,77,38,71,70,57,68,69,49,58,38,69,54,69,51,71,33,79,34,69,87,61,71,37,73,48,71,67,17,18,11
B. Wright,Bailey Colin Wright,"CB, RB",72,75,25,184,79,1919,SUB,5,195,Australia,1415,SUB,4,Right,3,2,1,Medium/Medium,Normal (170-185),No,63,39,52,57,70,80,55,39,70,62,22,51,36,27,44,64,64,63,60,65,63,46,82,72,82,36,83,68,39,46,39,64,69,71,70
U. Ćosić,Uroš Ćosić,CB,72,76,25,187,77,278,SUB,15,51,Serbia,,,,Right,3,2,1,Low/High,Normal (185+),No,69,34,39,56,73,72,23,17,66,55,29,53,33,32,50,57,66,72,60,64,68,75,68,68,76,37,70,72,18,22,30,64,72,76,74
G. Hanley,Grant Hanley,CB,72,74,26,187,81,1792,RCB,31,42,Scotland,,,,Right,3,2,1,Low/Medium,Normal (185+),No,59,34,50,43,72,74,44,30,71,57,32,40,33,35,56,43,55,63,48,61,52,40,82,61,78,36,80,71,33,45,40,71,74,72,70
I. Cofie,Isaac Cofie,"CM, CDM",72,75,26,184,75,459,RDM,5,117,Ghana,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,67,58,69,70,72,73,67,47,59,73,58,66,65,65,72,74,68,66,76,71,77,68,75,78,69,72,74,79,62,66,61,73,68,77,70
D. Appiah,Dennis Appiah,"RB, RM",72,73,26,176,77,229,SUB,12,18,France,,,,Right,4,2,1,Medium/Medium,Normal (170-185),No,80,40,62,63,70,75,63,33,63,66,34,58,60,44,61,63,78,81,76,68,72,51,81,90,68,38,73,70,58,61,47,64,72,70,72
Álex Fernández,Alejandro Fernández Iglesias,"CDM, CAM, CM",72,77,25,180,68,1968,LDM,8,45,Spain,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,51,58,74,71,64,65,69,52,39,80,45,70,71,69,74,73,59,44,68,70,68,59,60,75,61,69,66,65,62,72,69,62,66,70,66
A. Losilla,Anthony Losilla,"CDM, CM, CB",72,72,32,185,80,160,RDM,8,18,France,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,62,54,63,71,71,75,53,50,71,72,62,70,52,45,64,74,61,63,68,71,69,61,82,83,73,58,69,72,41,66,49,73,73,70,64
A. Khubulov,Arsen Khubulov,"RM, LM",72,72,27,181,74,749,SUB,71,40,Russia,,,,Right,3,3,1,Medium/Low,Normal (170-185),No,84,64,67,76,28,65,66,65,58,65,68,79,55,69,71,74,77,89,76,71,71,63,60,73,58,63,74,28,53,69,75,69,32,18,17
M. Rzatkowski,Marc Rzatkowski,CM,72,72,28,172,66,689,SUB,90,21,Germany,,,,Left,3,3,1,Medium/Medium,Lean (170-185),Yes,76,64,71,74,62,64,69,60,39,73,64,73,74,71,70,72,77,75,82,72,85,69,63,86,54,68,63,72,69,70,49,64,67,60,56
Sebá,Sebastião de Freitas Couto Júnior,"LW, LM",72,73,26,179,73,112165,SUB,34,54,Brazil,,,,Left,3,3,1,Medium/Medium,Normal (170-185),No,86,70,68,72,49,76,70,64,57,70,70,71,63,64,64,74,87,85,76,70,69,83,64,77,78,70,74,57,73,66,64,70,35,55,51
T. Kempe,Tobias Kempe,RM,72,72,29,184,77,110502,CAM,11,21,Germany,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,75,69,69,73,33,70,77,63,50,67,62,74,81,75,62,75,73,77,71,65,65,79,63,82,72,74,53,30,61,65,76,68,29,34,30
Joselu,José Luís Moreno Barroso,ST,72,73,27,177,73,110827,SUB,22,45,Spain,,,,Right,3,3,1,High/High,Stocky (170-185),No,75,75,56,65,46,77,44,75,68,72,69,64,55,54,45,66,78,73,69,65,64,78,70,87,76,73,69,65,68,48,75,63,29,45,39
Claiton,Claiton Machado dos Santos,CB,72,72,33,188,79,111434,LCB,3,54,Brazil,,,,Left,3,2,1,Medium/High,Lean (185+),No,52,23,37,52,70,75,18,14,70,55,26,45,12,25,47,58,52,52,56,70,54,40,84,53,89,29,67,76,21,28,18,71,65,72,70
A. Letellier,Alexandre Letellier,GK,72,73,27,193,93,294,SUB,1,18,France,,,,Right,2,1,2,Medium/Medium,Normal (185+),No,,,,,,,12,10,11,26,13,10,18,13,21,16,39,37,32,70,17,22,57,34,72,14,24,23,14,12,20,64,12,11,11
C. Goldson,Connor Lambert Goldson,CB,72,79,25,191,85,86,RCB,6,14,England,,,,Right,2,2,1,Medium/High,Lean (185+),Yes,71,38,53,59,71,76,35,39,74,66,20,60,22,28,67,60,70,72,57,63,44,43,78,70,81,36,69,68,30,52,34,66,69,74,70
M. Torsiglieri,Marco Natanel Torsiglieri,CB,72,72,30,190,77,110395,SUB,18,52,Argentina,,,,Left,3,2,1,Medium/Medium,Lean (185+),No,34,44,59,46,72,79,59,39,74,60,47,45,61,55,64,51,33,34,38,64,33,58,43,59,94,35,76,70,40,54,61,63,75,70,71
L. Caldirola,Luca Caldirola,"CB, LB",72,73,27,189,79,38,SUB,3,27,Italy,,,,Left,3,2,2,Medium/Medium,Lean (185+),No,51,41,63,60,71,70,62,28,72,70,41,59,51,51,66,65,52,51,52,70,53,63,74,53,79,47,66,73,40,57,42,70,69,73,70
A. Hoffmann,André Hoffmann,"CB, CDM",72,76,25,190,84,110636,LCB,3,21,Germany,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,45,38,57,56,72,69,49,29,73,67,23,51,27,31,64,62,52,40,55,69,56,61,59,52,78,34,71,70,52,55,42,59,72,73,71
R. Métanire,Romain Métanire,RB,72,72,28,178,74,379,RB,15,18,France,,,,Right,2,3,1,High/Medium,Normal (170-185),No,79,31,61,67,68,76,65,21,60,70,30,64,38,22,61,70,78,79,75,68,71,43,82,88,72,29,71,67,61,59,52,67,67,70,72
N. Höfler,Nicolas Höfler,"CDM, CM, CB",72,72,28,181,78,25,LDM,27,21,Germany,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,57,48,66,66,70,73,54,41,61,76,40,64,53,50,68,69,60,54,68,71,64,62,88,74,72,49,68,75,51,64,50,76,69,70,68
J. Cuevas,Juan Ezequiel Cuevas,"RW, LM",72,72,30,161,63,112584,RW,7,52,Argentina,,,,Left,4,3,1,High/Medium,Normal (170-),No,81,64,68,75,45,63,72,65,60,71,60,75,66,53,62,75,80,82,79,63,88,65,75,72,56,62,64,41,70,65,63,59,35,52,49
M. Pérez,Marco Jhonnier Pérez Murillo,"ST, RM",72,72,27,182,66,111722,ST,18,56,Colombia,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,81,71,67,69,31,73,72,72,67,66,57,69,62,69,63,66,77,84,77,68,65,79,77,71,75,67,67,21,72,67,67,69,42,20,18
M. Kosanović,Miloš Kosanović,CB,72,73,28,191,85,232,SUB,6,51,Serbia,,,,Left,2,2,1,Low/Medium,Normal (185+),No,49,49,69,58,72,75,75,22,74,67,68,57,77,75,77,64,50,48,49,71,46,82,51,66,84,71,70,73,27,58,70,76,72,71,70
N. Boilesen,Nicolai Møller Boilesen,LB,72,74,26,186,75,819,LB,20,13,Denmark,,,,Left,3,3,2,High/Medium,Normal (185+),No,75,49,64,69,70,70,68,40,68,68,50,67,59,40,67,70,73,76,72,71,66,67,76,75,68,50,66,68,66,60,45,64,72,71,71
M. Hector,Michael Hector,CB,72,76,25,193,82,5,RES,35,82,Jamaica,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,65,47,50,54,71,75,35,40,74,59,31,53,32,30,58,56,57,72,54,64,44,68,71,66,79,44,79,67,49,52,51,61,69,75,67
Hong Jeong Ho,홍정호 洪正好,CB,72,72,28,188,77,1477,RCB,26,167,Korea Republic,,,,Right,4,2,1,Low/High,Lean (185+),No,76,46,52,55,70,74,30,43,76,63,39,49,45,39,53,58,77,75,65,67,59,55,79,72,76,45,72,69,50,59,46,67,66,74,69
C. Christie,Cyrus Sylvester Frederick Christie,RB,72,77,25,188,78,144,RB,22,25,Republic of Ireland,,,,Right,2,3,1,High/Medium,Normal (185+),No,82,51,64,71,69,75,70,49,63,68,41,73,57,35,60,69,76,87,75,72,56,60,71,77,75,47,72,67,68,64,49,64,71,72,67
Bruno Uvini,Bruno Uvini Bortolança,CB,72,73,27,186,84,112139,RCB,5,54,Brazil,,,,Left,2,2,1,Low/Medium,Normal (185+),No,42,42,48,49,71,77,19,37,70,61,25,46,42,39,53,58,31,51,30,64,40,63,69,60,88,36,71,75,33,52,43,61,67,72,68
M. Leitner,Moritz Leitner,"CM, CDM, CAM",72,75,25,176,68,1792,RM,10,21,Germany,,,,Right,4,3,2,Medium/Medium,Lean (170-185),Yes,70,65,72,76,54,55,69,59,38,75,71,75,77,69,73,77,74,67,82,68,79,70,63,66,48,75,59,66,68,70,48,67,55,52,50
C. Knasmüllner,Christoph Knasmüllner,"CAM, CM",72,75,26,181,70,254,CAM,28,4,Austria,,,,Right,3,3,1,Medium/Low,Lean (170-185),No,76,67,70,75,30,64,64,70,45,73,60,73,73,69,68,75,78,75,83,64,84,68,74,79,61,62,48,35,65,72,74,64,30,21,28
O. Zahustel,Ondřej Zahustel,"RB, RM",72,73,27,187,77,267,SUB,28,12,Czech Republic,,,,Right,2,3,1,High/High,Lean (185+),No,84,60,61,68,67,72,70,58,76,62,57,67,52,55,59,68,82,86,73,69,59,64,83,83,66,59,71,68,65,53,63,66,60,69,67
D. Kaiser,Dominik Kaiser,"CAM, CM, RM",72,72,29,171,67,269,SUB,7,21,Germany,,,,Right,5,3,1,Medium/Medium,Normal (170-185),No,58,71,73,72,56,66,76,69,43,75,71,68,80,77,69,74,65,52,77,77,87,77,74,76,58,69,72,65,75,69,75,67,50,59,56
T. Kalas,Tomáš Kalas,CB,72,76,25,183,80,,,,12,Czech Republic,1330,RCB,3,Right,3,2,1,Medium/Medium,Stocky (170-185),No,73,49,53,63,70,73,51,38,73,68,24,61,25,18,50,64,71,74,67,70,70,66,81,74,75,65,66,69,46,48,53,68,69,71,72
M. Le Bihan,Mickaël Le Bihan,ST,72,72,28,184,80,72,SUB,10,18,France,,,,Right,3,3,1,High/Medium,Normal (170-185),No,62,69,55,71,48,73,56,75,70,55,67,72,50,46,54,72,66,59,68,69,64,70,80,62,80,60,67,56,77,60,49,67,45,40,39
T. Moulin,Thibault Moulin,"CDM, CM",72,73,28,174,75,101007,RES,5,18,France,,,,Right,4,3,1,High/Medium,Stocky (170-185),No,53,63,71,69,66,76,67,55,62,73,57,65,66,69,70,70,68,41,75,68,82,72,74,90,70,70,75,65,67,76,72,66,67,69,63
K. Kusk,Kasper Kusk Vangsgaard,RM,72,73,26,180,67,820,RM,17,13,Denmark,,,,Left,3,3,1,High/Medium,Lean (170-185),No,77,68,68,72,38,63,64,69,49,70,61,71,71,69,68,72,75,78,81,66,70,66,72,74,57,70,61,40,73,69,61,74,43,31,28
C. Gytkjær,Christian Lund Gytkjær,ST,72,72,28,185,77,873,RS,32,13,Denmark,,,,Right,4,3,1,Medium/Medium,Normal (185+),No,71,72,57,69,33,72,56,75,71,58,64,67,61,56,48,70,72,70,73,70,67,72,78,63,78,66,67,32,73,61,79,71,42,16,19
R. Žulj,Robert Žulj,"CF, CAM, ST",72,74,26,189,89,10029,RES,20,4,Austria,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,53,72,71,73,35,68,65,71,66,75,70,76,68,70,71,77,53,53,55,70,61,76,79,65,77,72,46,28,74,72,55,71,47,19,27
Samu García,Samuel García Sánchez,"RM, ST, CAM, LM",72,72,28,179,73,1853,RES,28,45,Spain,,,,Right,4,3,1,Medium/Medium,Normal (170-185),No,72,68,71,72,36,62,74,68,63,72,61,73,80,48,67,74,71,73,67,65,68,73,54,64,67,64,48,33,73,72,63,72,44,27,21
J. Tallo,Tallo Gadji-Celi Carmel Junior,ST,72,76,25,185,80,1887,ST,49,108,Côte d'Ivoire,,,,Right,3,3,1,Medium/Low,Normal (185+),No,69,70,60,71,28,73,59,71,65,64,69,73,68,54,45,71,67,71,65,72,64,74,84,67,76,64,72,35,73,63,64,75,20,21,21
A. Søderlund,Alexander Toft Søderlund,ST,72,72,30,187,86,298,SUB,14,36,Norway,,,,Right,4,3,1,High/High,Normal (185+),No,64,71,55,64,43,78,53,72,80,60,67,63,51,62,53,66,63,64,62,71,51,73,73,73,80,67,79,44,74,51,65,70,47,31,23
J. Fernández,José Luis Fernández,"LM, LB",72,72,30,169,67,110580,SUB,11,52,Argentina,,,,Left,3,3,1,Medium/Medium,Normal (170-),No,85,66,66,72,67,66,71,62,65,60,52,69,69,68,65,70,87,84,85,73,83,74,81,85,54,74,69,75,66,71,55,69,66,65,62
O. John,Ola John,"LM, RM",72,72,26,179,72,1887,LM,30,34,Netherlands,,,,Right,4,4,2,Medium/Low,Normal (170-185),No,77,63,72,76,25,57,73,59,49,74,60,78,73,69,65,76,79,75,70,68,71,74,61,51,67,62,37,31,65,71,62,63,18,23,19
A. Morales,Alfredo Morales,CM,72,72,28,183,77,110636,RDM,6,95,United States,,,,Right,3,3,1,High/High,Normal (170-185),No,71,58,69,70,67,76,61,53,55,74,49,68,64,53,70,73,75,67,74,71,71,70,73,87,68,64,81,70,62,73,45,67,69,67,68
J. Meram,Justin Meram,LM,72,72,29,185,75,687,LM,9,162,Iraq,,,,Right,4,3,1,Medium/High,Lean (185+),Yes,71,70,67,75,47,68,66,68,59,71,66,78,78,66,56,69,79,65,87,73,65,77,63,76,64,70,69,61,70,69,65,73,12,66,59
Lins,Lins Lima de Britto,"ST, LM",72,72,30,172,69,101150,SUB,13,54,Brazil,,,,Right,3,3,1,High/Medium,Normal (170-185),No,80,70,52,73,30,66,47,72,68,56,70,74,56,50,45,70,81,80,79,71,79,72,77,67,64,67,67,32,73,57,61,66,30,20,22
D. Arias,Diego Alejandro Arias Hincapié,"CDM, CM",72,72,33,173,74,101106,CDM,4,56,Colombia,,,,Right,4,3,1,Medium/High,Normal (170-185),No,66,62,67,71,69,71,57,53,59,73,70,67,58,72,70,74,67,66,75,75,76,72,80,76,64,73,78,67,54,65,60,67,70,73,70
Martos,Francisco Javier Martos Espigares,CB,72,72,34,181,74,670,RCB,8,45,Spain,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,62,34,61,62,77,65,63,28,64,68,27,58,57,43,64,65,63,61,63,66,69,47,66,68,64,33,61,81,53,52,36,78,83,73,71
B. Wood,Bobby Shou Wood,ST,72,75,25,180,79,485,RS,17,95,United States,1387,SUB,7,Right,3,3,1,High/Medium,Stocky (170-185),No,83,72,58,71,27,72,62,73,68,64,74,70,67,62,61,71,82,83,74,67,75,76,82,72,76,64,60,36,67,38,72,62,18,20,18
N. Foor,Navarone Chesney Kai Foor,"CAM, CM",72,74,26,172,66,1909,LCM,25,34,Netherlands,,,,Left,4,3,1,High/Medium,Lean (170-185),No,78,68,68,74,61,58,67,68,40,69,64,72,75,63,63,72,82,75,88,68,76,70,71,83,38,72,75,72,66,70,56,68,68,58,50
Jota,José Ignacio Peleteiro Ramallo,"RM, RW, CAM",72,72,27,180,70,88,RM,23,45,Spain,,,,Left,3,3,1,High/Low,Lean (170-185),No,68,68,70,74,31,58,72,72,43,68,43,72,74,69,70,78,70,67,77,68,69,66,48,62,61,68,49,29,71,71,64,66,39,26,16
J. Bahebeck,Jean-Christophe Bahebeck,ST,72,75,25,182,76,73,RES,37,18,France,,,,Right,3,3,1,Medium/Low,Normal (170-185),No,74,71,70,73,37,65,74,71,65,74,69,75,73,75,55,72,75,73,72,71,64,76,66,65,64,71,69,34,65,68,65,62,50,21,23
E. Martínez,Damián Emiliano Martínez,GK,72,77,25,193,85,1,RES,26,52,Argentina,,,,Right,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,22,16,26,27,23,13,22,20,46,26,59,57,49,64,49,18,60,14,70,16,37,13,12,50,42,53,11,20,20
C. Nyman,Christoffer Åke Sven Nyman,ST,72,76,25,185,82,110500,SUB,15,46,Sweden,,,,Right,3,3,1,High/High,Normal (185+),No,82,67,59,69,27,76,51,71,65,66,70,68,54,47,45,69,83,81,69,80,59,67,80,80,75,56,74,30,72,70,65,66,21,21,14
N. Kebano,Neeskens Kebano,"LW, LM, CAM",72,73,26,170,65,144,SUB,7,110,Congo DR,,,,Right,3,3,1,High/Medium,Normal (170-),No,81,67,67,74,39,56,67,70,52,68,70,73,70,71,61,74,85,78,80,66,80,66,72,64,53,62,49,38,70,66,67,71,43,37,23
Sin Jin Ho,신진호 申振豪,CM,72,72,29,177,72,982,CM,8,167,Korea Republic,,,,Right,3,3,1,High/Medium,Normal (170-185),No,56,63,73,68,63,63,70,60,55,75,51,68,70,75,69,69,63,50,56,69,78,66,56,77,59,64,56,70,75,74,66,65,69,63,40
Isaías,Isaías Sánchez Cortés,"CDM, CM",72,72,31,173,71,111393,CDM,8,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,49,54,71,72,65,71,59,49,37,72,31,70,72,74,73,71,47,50,78,76,86,65,85,77,68,58,68,68,62,80,50,75,67,72,63
Lucas Piazon,Gustavo Lucas Domingues Piazón,"RW, LW, LM",72,77,24,182,73,5,RES,37,54,Brazil,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,69,72,72,73,34,55,71,73,53,75,74,72,75,73,68,77,69,69,72,70,69,70,39,66,55,70,44,31,71,72,73,79,27,32,47
Caio,Caio Gobbo Secco,GK,72,74,27,192,88,10019,GK,22,54,Brazil,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,15,15,12,37,18,14,12,15,36,20,44,41,57,71,28,23,54,30,63,13,30,26,15,52,17,36,13,17,17
E. Andersen,Eirik Ulland Andersen,LM,72,75,25,181,73,922,LM,23,36,Norway,,,,Right,2,3,1,Medium/Medium,Normal (170-185),No,80,65,72,71,43,63,71,64,58,72,49,70,72,74,69,70,82,78,81,67,66,68,71,71,65,69,47,31,69,73,58,64,46,46,38
I. Diomandé,Ismaël Tiémoko Diomandé,"CDM, CB",72,77,25,183,82,210,SUB,4,108,Côte d'Ivoire,,,,Right,3,3,1,Medium/High,Normal (170-185),No,64,55,64,68,71,75,59,47,67,74,43,67,56,40,66,69,63,65,66,70,65,73,68,74,75,66,77,73,32,58,42,69,67,74,70
O. Kragl,Oliver Kragl,"LM, CM, LWB",72,72,28,180,77,110911,RW,11,21,Germany,,,,Left,4,3,1,High/Medium,Normal (170-185),No,77,71,67,73,51,76,68,63,51,70,64,76,66,76,67,73,73,80,62,72,57,85,32,78,79,80,78,54,68,60,61,75,50,53,42
I. Balliu,Iván Balliu Campeny,RB,72,74,26,172,63,68,SUB,25,1,Albania,,,,Right,3,3,1,High/Medium,Normal (170-185),No,77,39,68,73,70,70,73,23,60,69,24,73,63,58,68,74,76,77,75,67,75,45,77,81,62,59,75,69,63,64,62,73,73,70,69
D. Pavelka,David Pavelka,"CDM, CM",72,75,27,185,74,111339,SUB,8,12,Czech Republic,,,,Right,4,3,1,Medium/High,Lean (185+),No,63,59,68,69,67,75,61,52,63,74,59,67,58,60,73,76,61,64,63,71,64,70,66,76,73,60,80,68,63,65,68,68,66,70,66
C. Galano,Cristian Galano,"RW, CAM, CF",72,72,27,170,69,110911,LW,17,27,Italy,,,,Left,2,3,1,High/Low,Normal (170-),No,92,66,67,74,17,68,65,67,43,70,64,70,72,72,59,72,91,92,95,68,92,61,83,92,62,70,49,16,66,67,56,65,13,14,14
A. Benali,Ahmad Benali,"CM, CF",72,73,26,173,69,110734,CAM,10,123,Libya,,,,Right,2,4,1,Medium/Medium,Lean (170-185),No,77,62,70,79,44,63,59,58,39,75,58,78,58,65,72,76,83,72,93,72,88,64,60,77,61,65,51,56,72,74,69,71,31,48,56
A. Jóhannsson,Aron Jóhannsson,ST,72,73,27,184,70,38,SUB,20,95,United States,,,,Right,4,3,2,High/Medium,Lean (170-185),No,70,72,63,72,36,61,44,73,69,70,67,74,59,46,71,73,72,68,68,70,65,73,67,62,64,69,50,27,72,67,78,71,46,25,21
F. Silva,Francisco Andrés Silva Gajardo,"CM, CDM, CB",72,72,32,178,75,110093,CDM,22,55,Chile,,,,Right,3,2,1,Medium/High,Normal (170-185),No,44,61,70,63,68,78,61,51,37,77,46,57,61,60,74,72,43,45,63,69,67,79,68,78,77,68,84,71,72,69,58,67,73,70,70
J. Mattheij,Jurgen Mattheij,CB,72,75,25,191,84,1971,RCB,15,34,Netherlands,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,35,40,48,51,72,79,36,38,78,58,33,42,36,34,63,61,36,34,54,62,59,48,78,74,84,44,74,73,30,40,36,68,74,69,67
J. Fjóluson,Jón Guðni Fjóluson,CB,72,73,29,191,86,702,LCB,3,24,Iceland,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,48,48,57,54,71,78,44,36,75,64,46,48,52,59,68,62,45,51,56,65,42,68,33,66,90,53,72,71,35,51,66,64,71,71,68
T. Chery,Tjaronn Inteff Chefren Chery,"CAM, LM",72,72,30,170,74,101020,CAM,20,34,Netherlands,,,,Left,3,3,1,Medium/Low,Stocky (170-),No,80,73,69,74,29,67,64,71,45,73,62,73,74,75,63,74,82,78,74,67,84,81,89,72,65,75,59,36,64,68,72,66,23,27,25
R. Wolski,Rafał Wolski,"CAM, CM",72,76,25,180,70,111091,RES,27,37,Poland,,,,Right,3,4,1,Medium/Low,Lean (170-185),No,75,63,72,75,34,59,69,62,48,73,63,74,67,67,71,74,87,66,83,64,78,73,71,72,53,61,56,44,64,75,45,70,26,32,30
J. Okore,Tetchi Jores Charlemagne Ulrich Okore,CB,72,76,25,183,80,820,RCB,5,13,Denmark,,,,Right,3,2,2,Medium/High,Stocky (170-185),Yes,74,42,53,59,68,83,33,34,72,62,32,57,39,29,66,61,73,75,64,61,57,67,87,76,88,38,77,69,52,59,33,62,64,71,69
T. Trybull,Tom Trybull,"CDM, CM",72,76,25,181,72,1792,LDM,19,21,Germany,,,,Right,3,3,1,Medium/High,Lean (170-185),No,55,48,65,65,70,77,57,35,58,71,56,63,56,54,68,67,60,51,69,62,70,61,74,80,74,61,83,76,52,65,55,68,72,70,64
